Source,Target,artistName,trackName,msPlayed,endTime
Indie Folk,1. Lunes,Juana Aguirre,lo_divino,0,2026-05-04 22:29:00
Rock Argentino,1. Lunes,Los Piojos,Sudestada,241747,2026-05-04 22:59:00
Rock Argentino,1. Lunes,Los Piojos,Y Quemás,292400,2026-05-04 23:30:00
Rock Argentino,2. Martes,Los Piojos,Muévelo,261133,2026-05-05 00:07:00
Rock Argentino,2. Martes,Divididos,Como un Cuento,286240,2026-05-05 00:12:00
Rock Argentino,2. Martes,Divididos,Par Mil,198707,2026-05-05 00:28:00
Rock Argentino,2. Martes,Charly García,Me Siento Mucho Mejor,184667,2026-05-05 00:53:00
Rock Argentino,3. Miércoles,Luis Alberto Spinetta,Ni Cuenta Te Das,843,2026-05-06 11:07:00
Indie Pop,6. Sábado,Srta. Trueno Negro,150 Dias - Remix,212149,2026-05-09 11:44:00
Indie Pop,6. Sábado,Srta. Trueno Negro,150 Dias - Remix,98488,2026-05-09 11:45:00
Indie Rock,6. Sábado,Mac DeMarco,Still Beating,181587,2026-05-09 11:48:00
Indie Rock,6. Sábado,Mac DeMarco,Dreams from Yesterday,16073,2026-05-09 11:54:00
Rock Argentino,6. Sábado,Miguel Abuelo,Verili,119187,2026-05-09 13:19:00
Indie Rock,6. Sábado,Usted Señalemelo,Mañana,205366,2026-05-09 13:23:00
Rock Argentino,6. Sábado,Babasonicos,Lajotape,251760,2026-05-09 16:26:00
Indie Rock,6. Sábado,Rosario Bléfari,Viento Helado,178013,2026-05-09 16:33:00
Indie Rock,6. Sábado,The Strokes,Reptilia,219827,2026-05-09 18:38:00
Indie Rock,6. Sábado,Wilco,"Jesus, Etc. - 2022 Remaster",231707,2026-05-09 18:46:00
Indie Rock,6. Sábado,The Strokes,Someday,183573,2026-05-09 19:25:00
Indie Pop,6. Sábado,Bandalos Chinos,Departamento,234466,2026-05-09 20:06:00
Rock Argentino,6. Sábado,Los Piojos,Ando Ganas (Llora Llora),27154,2026-05-09 20:28:00
Rock Argentino,6. Sábado,Los Piojos,Ando Ganas (Llora Llora),316166,2026-05-09 21:34:00
Rock Argentino,6. Sábado,Babasonicos,Perfume Casino,2583,2026-05-09 21:35:00
Rock Argentino,7. Domingo,Babasonicos,Celofán,2081,2026-05-10 12:00:00
Indie Folk,7. Domingo,Buendia,Desde Dentro,266240,2026-05-10 12:09:00
Indie Rock,7. Domingo,Mac DeMarco,My Kind of Woman,190846,2026-05-10 12:52:00
Indie Pop,7. Domingo,Axel Fiks,Fellinesca,134426,2026-05-10 12:54:00
Indie Pop,7. Domingo,Ainda,ROMPECABEZAS,24901,2026-05-10 13:13:00
Rock Argentino,7. Domingo,Charly García,Reloj de Plastilina,281933,2026-05-10 13:22:00
Indie Pop,7. Domingo,Luca Bocci,Paraíso Corazón,360533,2026-05-10 13:29:00
Rock Argentino,7. Domingo,Marilina Bertoldi,Amuleto,225880,2026-05-10 13:32:00
Rock Argentino,7. Domingo,Babasonicos,Ingrediente,216347,2026-05-10 13:36:00
Rock Argentino,7. Domingo,Sui Generis,Mariel y el Capitán,163667,2026-05-10 13:44:00
Rock Argentino,7. Domingo,Charly García,Zocacola,167067,2026-05-10 13:51:00
Indie Rock,7. Domingo,Mac DeMarco,Dreams from Yesterday,207160,2026-05-10 13:55:00
Indie Pop,7. Domingo,Los Besos,Hoy no,248918,2026-05-10 14:02:00
Rock Argentino,7. Domingo,Los Visitantes,Playas Oscuras,241067,2026-05-10 14:10:00
Rock Argentino,7. Domingo,Luis Alberto Spinetta,Llama y Verás,209507,2026-05-10 14:14:00
Rock Argentino,7. Domingo,Luis Alberto Spinetta,Vamos al Bosque,252920,2026-05-10 14:28:00
Indie Rock,7. Domingo,Usted Señalemelo,"Puedo Morir, Puedo Caer",246600,2026-05-10 14:37:00
Rock Argentino,7. Domingo,Patricio Rey y sus Redonditos de Ricota,Juguetes Perdidos,429400,2026-05-10 14:47:00
Indie Folk,7. Domingo,Feli Colina,AVENIDO,49766,2026-05-10 14:48:00
Indie Rock,7. Domingo,Mac DeMarco,Phantom,109473,2026-05-10 15:18:00
Indie Rock,7. Domingo,Mac DeMarco,Nightmare,136131,2026-05-10 15:20:00
Indie Rock,7. Domingo,Mac DeMarco,Terror,182926,2026-05-10 15:23:00
Indie Rock,7. Domingo,Mac DeMarco,Rock And Roll,181507,2026-05-10 15:26:00
Indie Rock,7. Domingo,Mac DeMarco,Home,131051,2026-05-10 15:29:00
Indie Rock,7. Domingo,Mac DeMarco,Nothing At All,196256,2026-05-10 15:32:00
Indie Rock,7. Domingo,Mac DeMarco,Punishment,120166,2026-05-10 15:34:00
Indie Rock,7. Domingo,Mac DeMarco,Knockin,139807,2026-05-10 15:36:00
Indie Rock,7. Domingo,Mac DeMarco,Holy,143856,2026-05-10 15:39:00
Indie Rock,7. Domingo,Mac DeMarco,Rooster,145367,2026-05-10 15:41:00
Indie Rock,7. Domingo,Mac DeMarco,Shining,187176,2026-05-10 15:44:00
Indie Rock,7. Domingo,Mac DeMarco,Sweeter,178456,2026-05-10 15:47:00
Indie Rock,7. Domingo,Mac DeMarco,Phantom,109429,2026-05-10 15:49:00
Indie Rock,7. Domingo,Mac DeMarco,Nightmare,136101,2026-05-10 15:51:00
Indie Rock,7. Domingo,Mac DeMarco,Terror,183085,2026-05-10 15:54:00
Indie Rock,7. Domingo,Mac DeMarco,Rock And Roll,181478,2026-05-10 15:57:00
Indie Rock,7. Domingo,Mac DeMarco,Home,130806,2026-05-10 16:00:00
Indie Rock,7. Domingo,Mac DeMarco,Nothing At All,196064,2026-05-10 16:03:00
Indie Rock,7. Domingo,Mac DeMarco,Punishment,120150,2026-05-10 16:05:00
Indie Rock,7. Domingo,Mac DeMarco,Knockin,139840,2026-05-10 16:07:00
Indie Rock,7. Domingo,Mac DeMarco,Holy,144129,2026-05-10 16:10:00
Indie Rock,7. Domingo,Mac DeMarco,Rooster,145367,2026-05-10 16:12:00
Indie Rock,7. Domingo,Mac DeMarco,Shining,187339,2026-05-10 16:15:00
Indie Rock,7. Domingo,Mac DeMarco,Sweeter,178373,2026-05-10 16:18:00
Indie Rock,7. Domingo,Mac DeMarco,Phantom,109147,2026-05-10 16:20:00
Indie Rock,7. Domingo,Mac DeMarco,Nightmare,135897,2026-05-10 16:22:00
Indie Rock,7. Domingo,Mac DeMarco,Terror,182898,2026-05-10 16:25:00
Indie Rock,7. Domingo,Mac DeMarco,Rock And Roll,6166,2026-05-10 16:26:00
Indie Rock,7. Domingo,Mac DeMarco,Phantom,110173,2026-05-10 16:27:00
Rock Argentino,7. Domingo,Babasonicos,Trinchera,8170,2026-05-10 16:32:00
Indie Rock,7. Domingo,El Mató a un Policía Motorizado,Chica de Oro,233587,2026-05-10 19:25:00
Indie Folk,7. Domingo,Juana Aguirre,Configuraciones Onduladas,130471,2026-05-10 19:32:00
Rock Argentino,7. Domingo,Oscar Moro,Como Me Gustaria Ser Negro,3851,2026-05-10 21:00:00
Indie Pop,7. Domingo,Ainda,KILÓMETROS,5035,2026-05-10 21:00:00
Rock Argentino,7. Domingo,Gustavo Cerati,Hoy Ya No Soy Yo,6052,2026-05-10 21:00:00
Rock Argentino,7. Domingo,Babasonicos,Un Flash,14329,2026-05-10 21:00:00
Rock Argentino,7. Domingo,Fabiana Cantilo,Una Tregua,210427,2026-05-10 21:00:00
Rock Argentino,7. Domingo,Charly García,Nuevos Trapos,245040,2026-05-10 21:04:00
Indie Folk,7. Domingo,José González,The Void,27752,2026-05-10 21:21:00
Rock Argentino,3. Miércoles,Luis Alberto Spinetta,Cielo De Ti,96,2026-05-13 12:16:00
Indie Pop,5. Viernes,MGMT,Time to Pretend,32825,2026-05-15 11:10:00
Indie Rock,5. Viernes,Mac DeMarco,Phantom,110173,2026-05-15 23:34:00
Indie Rock,6. Sábado,Mac DeMarco,Still Beating,1403,2026-05-16 18:11:00
Indie Rock,6. Sábado,Mac DeMarco,Still Beating,137800,2026-05-16 18:11:00
Indie Rock,6. Sábado,Mac DeMarco,Phantom,2375,2026-05-16 18:11:00
Indie Folk,7. Domingo,Juana Aguirre,VOLVIERON,5010,2026-05-17 16:15:00
Indie Rock,7. Domingo,El Mató a un Policía Motorizado,Escupíme,181920,2026-05-17 16:18:00
Indie Rock,7. Domingo,Wach,5 cosas (with La Llorona y su Jardín de Dragones),14788,2026-05-17 16:25:00
Rock Argentino,7. Domingo,Charly García,Reloj de Plastilina,281933,2026-05-17 19:39:00
Rock Argentino,1. Lunes,Fito Paez,Cable A Tierra,49,2026-05-18 11:14:00
Rock Argentino,3. Miércoles,Charly García,Tuve Tu Amor,62329,2026-05-20 11:11:00
Indie Rock,5. Viernes,Usted Señalemelo,Agua Marfil,246497,2026-05-22 23:08:00
Indie Rock,5. Viernes,Usted Señalemelo,No puedo dejar,59320,2026-05-22 23:10:00
Rock Argentino,5. Viernes,Fito Paez,Folly Berghet,218469,2026-05-22 23:14:00
Rock Argentino,5. Viernes,Fito Paez,Instant-Taneas,336400,2026-05-22 23:20:00
Rock Argentino,5. Viernes,Fito Paez,Tengo Un Mono,314803,2026-05-22 23:25:00
Rock Argentino,5. Viernes,Fito Paez,Retrato De Bambis,93196,2026-05-22 23:27:00
Rock Argentino,5. Viernes,Fito Paez,Asilo En Tu Corazón,335128,2026-05-22 23:32:00
Rock Argentino,5. Viernes,Fito Paez,Dejaste Ver Tu Corazón,315713,2026-05-22 23:37:00
Rock Argentino,5. Viernes,Fito Paez,Solo La La La,82247,2026-05-22 23:39:00
Rock Argentino,5. Viernes,Fito Paez,Gricel,263346,2026-05-22 23:43:00
Indie Rock,5. Viernes,Rosario Bléfari,Lobo,208573,2026-05-22 23:47:00
Indie Folk,5. Viernes,Juana Aguirre,El Gigante,144874,2026-05-22 23:54:00
Indie Folk,5. Viernes,Juana Aguirre,150m_km,212781,2026-05-22 23:58:00
Indie Folk,5. Viernes,Juana Aguirre,Ven a Visitarme,57876,2026-05-22 23:59:00
Indie Rock,6. Sábado,Usted Señalemelo,Seúl,143115,2026-05-23 00:02:00
Indie Rock,6. Sábado,Usted Señalemelo,Matarme con vos,158555,2026-05-23 00:05:00
Indie Rock,6. Sábado,Usted Señalemelo,Prácticas,164397,2026-05-23 00:08:00
Indie Rock,6. Sábado,Usted Señalemelo,Dando vueltas,175875,2026-05-23 00:11:00
Indie Rock,6. Sábado,Usted Señalemelo,Espejo,134732,2026-05-23 00:13:00
Indie Rock,6. Sábado,Usted Señalemelo,Acelerarme,36311,2026-05-23 00:13:00
Indie Rock,6. Sábado,Usted Señalemelo,No puedo dejar,149959,2026-05-23 12:33:00
Indie Rock,6. Sábado,Usted Señalemelo,Seúl,144109,2026-05-23 12:36:00
Indie Rock,6. Sábado,Usted Señalemelo,Matarme con vos,159494,2026-05-23 12:38:00
Indie Rock,6. Sábado,Usted Señalemelo,Prácticas,165273,2026-05-23 12:41:00
Indie Rock,6. Sábado,Usted Señalemelo,Dando vueltas,176782,2026-05-23 12:44:00
Indie Rock,6. Sábado,Usted Señalemelo,Espejo,135431,2026-05-23 12:46:00
Indie Rock,6. Sábado,Usted Señalemelo,Acelerarme,155543,2026-05-23 12:49:00
Indie Rock,6. Sábado,Usted Señalemelo,Lo siento,144316,2026-05-23 12:51:00
Indie Rock,6. Sábado,Usted Señalemelo,Quédate,165602,2026-05-23 12:54:00
Indie Rock,6. Sábado,Usted Señalemelo,Rayo,175148,2026-05-23 12:57:00
Indie Rock,6. Sábado,Usted Señalemelo,Eso que llaman luz,176562,2026-05-23 13:00:00
Indie Rock,6. Sábado,Usted Señalemelo,Marca piel,206125,2026-05-23 13:03:00
Indie Rock,6. Sábado,Usted Señalemelo,Deseo,194241,2026-05-23 13:07:00
Indie Rock,6. Sábado,Usted Señalemelo,No puedo dejar,149959,2026-05-23 13:09:00
Indie Rock,6. Sábado,Usted Señalemelo,Seúl,144109,2026-05-23 13:12:00
Indie Rock,6. Sábado,Usted Señalemelo,Matarme con vos,159494,2026-05-23 13:14:00
Indie Rock,6. Sábado,Usted Señalemelo,Prácticas,72112,2026-05-23 13:25:00
Indie Rock,6. Sábado,Usted Señalemelo,Otra Vez,231963,2026-05-23 13:40:00
Indie Rock,6. Sábado,Usted Señalemelo,Girando a Través,219823,2026-05-23 13:44:00
Indie Rock,6. Sábado,Usted Señalemelo,Plastilina,192688,2026-05-23 13:47:00
Indie Rock,6. Sábado,Usted Señalemelo,Cristales,223570,2026-05-23 13:51:00
Indie Rock,6. Sábado,Usted Señalemelo,Textos,292111,2026-05-23 13:56:00
Indie Rock,6. Sábado,Usted Señalemelo,Seis,93089,2026-05-23 13:57:00
Indie Rock,6. Sábado,Usted Señalemelo,Alfredo,184644,2026-05-23 14:00:00
Indie Rock,6. Sábado,Usted Señalemelo,La Luna Patas para Arriba,220109,2026-05-23 14:04:00
Indie Rock,6. Sábado,Usted Señalemelo,Fusión y Fin,188781,2026-05-23 14:07:00
Indie Rock,6. Sábado,Usted Señalemelo,Agua Marfil,251854,2026-05-23 14:11:00
Indie Rock,6. Sábado,Usted Señalemelo,Otra Vez,231963,2026-05-23 14:15:00
Indie Rock,6. Sábado,Usted Señalemelo,Girando a Través,219823,2026-05-23 14:19:00
Indie Rock,6. Sábado,Usted Señalemelo,Plastilina,192688,2026-05-23 14:22:00
Indie Rock,6. Sábado,Usted Señalemelo,Cristales,223570,2026-05-23 14:26:00
Indie Rock,6. Sábado,Usted Señalemelo,Textos,292111,2026-05-23 14:31:00
Indie Rock,6. Sábado,Usted Señalemelo,Seis,93089,2026-05-23 14:32:00
Indie Rock,6. Sábado,Usted Señalemelo,Alfredo,184644,2026-05-23 14:35:00
Indie Rock,6. Sábado,Usted Señalemelo,La Luna Patas para Arriba,220109,2026-05-23 14:39:00
Indie Rock,6. Sábado,Usted Señalemelo,Fusión y Fin,176070,2026-05-23 14:42:00
Rock Argentino,7. Domingo,Gustavo Cerati,Alma,4942,2026-05-24 11:46:00
Rock Argentino,7. Domingo,Gustavo Cerati,Alma,23561,2026-05-24 14:10:00
Rock Argentino,7. Domingo,Fito Paez,Ambar Violeta,2990,2026-05-24 14:10:00
Indie Rock,7. Domingo,Rosario Bléfari,Estaciones,188173,2026-05-24 14:13:00
Indie Pop,7. Domingo,Ainda,NO TE ALEJES,210764,2026-05-24 14:17:00
Urbano Latino,7. Domingo,Bad Bunny,VOY A LLeVARTE PA PR,4190,2026-05-24 14:17:00
Rock Argentino,7. Domingo,Babasonicos,La Izquierda de la Noche,2666,2026-05-24 16:33:00
Indie Folk,7. Domingo,Kings of Convenience,Misread,113080,2026-05-24 17:03:00
Indie Rock,7. Domingo,Mac DeMarco,Phantom,110173,2026-05-24 17:32:00
Rock Argentino,7. Domingo,Las Pelotas,Bombachitas Rosas,210027,2026-05-24 17:35:00
Indie Rock,7. Domingo,El Mató a un Policía Motorizado,Medalla de Oro,340200,2026-05-24 17:41:00
Indie Pop,7. Domingo,Galean,Sube a la Nube,218978,2026-05-24 17:45:00
Rock Argentino,7. Domingo,Serú Girán,Salir De La Melancolía,125733,2026-05-24 18:07:00
Rock Argentino,7. Domingo,Babasonicos,Madera Ideológica,245884,2026-05-24 18:11:00
Rock Argentino,7. Domingo,Los Piojos,Ando Ganas (Llora Llora),343293,2026-05-24 18:19:00
Rock Argentino,7. Domingo,Charly García,Víctima,301200,2026-05-24 18:24:00
Urbano Latino,7. Domingo,Trueno,Sangría - con WOS,154956,2026-05-24 18:27:00
Indie Rock,7. Domingo,El Mató a un Policía Motorizado,La Noche Eterna,327739,2026-05-24 18:32:00
Indie Pop,7. Domingo,Bandalos Chinos,Súper V,50184,2026-05-24 18:49:00
Rock Argentino,1. Lunes,Palo Pandolfo,Tu Amor,230625,2026-05-25 11:46:00
Indie Folk,1. Lunes,Juana Aguirre,VOLVIERON,168773,2026-05-25 11:49:00
Urbano Latino,1. Lunes,Trueno,LO TENGO,167443,2026-05-25 11:52:00
Indie Rock,1. Lunes,Mac DeMarco,Phantom,110173,2026-05-25 20:53:00
Urbano Latino,1. Lunes,CA7RIEL & Paco Amoroso,RE FORRO,1143,2026-05-25 20:56:00
Indie Rock,1. Lunes,Suarez,Pájaros,1703,2026-05-25 20:56:00
Rock Argentino,1. Lunes,Fito Paez,Yo Vengo A Ofrecer Mi Corazon,1313,2026-05-25 20:56:00
Indie Folk,1. Lunes,Perro Segovia,Awita de Coco,165512,2026-05-25 21:03:00
Rock Argentino,1. Lunes,Serú Girán,San Francisco y el Lobo - 2019 Remasterizado,21774,2026-05-25 21:04:00
Indie Rock,1. Lunes,Rosario Bléfari,Ningún Mensaje,186707,2026-05-25 21:07:00
Indie Pop,1. Lunes,The Magic Numbers,Forever Lost,6671,2026-05-25 21:22:00
Indie Pop,4. Jueves,Los Besos,El Dron,1438,2026-05-28 12:10:00
Rock Argentino,5. Viernes,Charly García,Piano Bar,4628,2026-05-29 11:41:00
Indie Pop,5. Viernes,Los Mundos Posibles,La Ciudad Mas Austral del Mundo,165095,2026-05-29 22:17:00
Rock Argentino,5. Viernes,Oscar Moro,Como Me Gustaria Ser Negro,202480,2026-05-29 22:21:00
Urbano Latino,5. Viernes,Bad Bunny,Ojitos Lindos,258299,2026-05-29 22:28:00
Indie Pop,5. Viernes,Axel Fiks,Ojitos de Md,1513,2026-05-29 22:33:00
Rock Argentino,5. Viernes,Sui Generis,Botas Locas,294733,2026-05-29 22:44:00
Rock Argentino,5. Viernes,Fito Paez,Tres Agujas,257653,2026-05-29 22:56:00
Indie Pop,5. Viernes,Lara Pedrosa,Melodía de Extrañar.,166950,2026-05-29 22:58:00
Rock Argentino,5. Viernes,Pescado Rabioso,Como el Viento Voy a Ver,251510,2026-05-29 23:03:00
Indie Pop,6. Sábado,Cupido,El Tiempo Es Oro,241246,2026-05-30 11:14:00
Indie Rock,6. Sábado,Cat Power,Sea of Love,139467,2026-05-30 11:24:00
Indie Pop,6. Sábado,Los Mundos Posibles,La Guerra del Japón,170326,2026-05-30 17:41:00
Indie Rock,6. Sábado,Usted Señalemelo,Nuevo Comienzo,186202,2026-05-30 17:44:00
Urbano Latino,6. Sábado,Bad Bunny,Si Veo a Tu Mamá,170972,2026-05-30 17:47:00
Indie Folk,6. Sábado,José González,El Invento,153413,2026-05-30 17:50:00
Indie Rock,6. Sábado,El Mató a un Policía Motorizado,Chica de Oro,233587,2026-05-30 17:59:00
Indie Rock,6. Sábado,Santiago Motorizado,Muchacha de los Ojos Negros,26452,2026-05-30 18:11:00
Indie Rock,6. Sábado,Santiago Motorizado,Muchacha de los Ojos Negros,33881,2026-05-30 21:33:00
Rock Argentino,6. Sábado,Babasonicos,Trinchera,200624,2026-05-30 21:44:00
Indie Rock,6. Sábado,Rosario Bléfari,Estaciones,188173,2026-05-30 21:47:00
Rock Argentino,6. Sábado,Luis Alberto Spinetta,Vamos al Bosque,252920,2026-05-30 21:52:00
Rock Argentino,6. Sábado,Las Pelotas,Capitán América,188000,2026-05-30 21:55:00
Indie Rock,6. Sábado,Marina Fages,Tu Modo Amable,193012,2026-05-30 22:05:00
Rock Argentino,6. Sábado,Luis Alberto Spinetta,Vidami,189120,2026-05-30 22:11:00
Indie Rock,7. Domingo,Arcade Fire,Unconditional I (Lookout Kid),19079,2026-05-31 11:40:00
Indie Rock,7. Domingo,Mac DeMarco,Still Beating,181587,2026-05-31 11:43:00
Indie Pop,7. Domingo,Los Besos,Matemática sentimental,25618,2026-05-31 11:48:00
Indie Pop,7. Domingo,Paula Trama,Intro,56000,2026-05-31 11:49:00
Indie Pop,7. Domingo,Paula Trama,La Cascada de Tu Pelo Enredado,165000,2026-05-31 11:52:00
Indie Pop,7. Domingo,Paula Trama,Cómo Estás,137752,2026-05-31 11:54:00
Indie Pop,7. Domingo,Paula Trama,Destino,95166,2026-05-31 11:56:00
Indie Pop,7. Domingo,Paula Trama,Helados Verdes,223569,2026-05-31 12:00:00
Indie Pop,7. Domingo,Paula Trama,Hoy No,272500,2026-05-31 12:04:00
Indie Pop,7. Domingo,Paula Trama,Los Días Que No Estás,227500,2026-05-31 12:08:00
Indie Pop,7. Domingo,Paula Trama,Pasito Espectacular,137000,2026-05-31 12:10:00
Indie Pop,7. Domingo,Paula Trama,Intro,10510,2026-05-31 12:11:00
Indie Folk,7. Domingo,Juana Aguirre,las mañanas,124188,2026-05-31 12:13:00
Indie Folk,7. Domingo,Juana Aguirre,la noche,252438,2026-05-31 12:17:00
Indie Folk,7. Domingo,Juana Aguirre,las espinas,131393,2026-05-31 12:19:00
Indie Folk,7. Domingo,Juana Aguirre,automático,178523,2026-05-31 12:22:00
Indie Folk,7. Domingo,Juana Aguirre,VOLVIERON,168773,2026-05-31 12:25:00
Indie Folk,7. Domingo,Juana Aguirre,lo_divino,201920,2026-05-31 12:28:00
Indie Folk,7. Domingo,Juana Aguirre,un nombre propio,187762,2026-05-31 12:34:00
Indie Folk,7. Domingo,Juana Aguirre,TORMENTA,129500,2026-05-31 12:36:00
Indie Folk,7. Domingo,Juana Aguirre,las ramas,129818,2026-05-31 12:38:00
Rock Argentino,7. Domingo,Carmen Sánchez Viamonte,Tienes un e-mail I,50645,2026-05-31 12:42:00
Rock Argentino,7. Domingo,Carmen Sánchez Viamonte,Chico de las montañas,192093,2026-05-31 12:42:00
Indie Folk,7. Domingo,Ine Güemes,Montañas,197106,2026-05-31 12:46:00
Indie Folk,7. Domingo,Ine Güemes,Menos,140338,2026-05-31 12:48:00
Indie Pop,7. Domingo,Ainda,Recuerdos de Ypacaraí,246268,2026-05-31 12:57:00
Indie Folk,7. Domingo,Ine Güemes,Cada Mañana,212125,2026-05-31 13:04:00
Indie Folk,7. Domingo,Ine Güemes,Guardarnos días,281416,2026-05-31 13:29:00
Indie Pop,7. Domingo,Ainda,La Otra Mitad,65070,2026-05-31 13:40:00
Indie Pop,7. Domingo,Ainda,La Otra Mitad,6659,2026-05-31 16:14:00
Indie Rock,7. Domingo,Arcade Fire,Age of Anxiety II (Rabbit Hole),8738,2026-05-31 16:20:00
Indie Rock,7. Domingo,Mac DeMarco,Phantom,5188,2026-05-31 16:21:00
Indie Rock,7. Domingo,Jean Dawson,MENTHOL*,4871,2026-05-31 19:30:00
Indie Folk,7. Domingo,The Lumineers,Patience,3129,2026-05-31 19:30:00
Rock Argentino,7. Domingo,Charly García,Vos También Estabas Verde,188507,2026-05-31 19:33:00
Indie Rock,7. Domingo,Mac DeMarco,Still Beating,1022,2026-05-31 19:34:00
